From country,To country,Jury A,Jury B,Jury C,Jury D,Jury E,Jury Rank,Televote Rank,Jury Points,Televote Points,Competition
Finland,Azerbaijan,23,25,16,21,19,23,24,0,0,2016Grand
Finland,Hungary,21,23,21,25,20,25,12,0,0,2016Grand
Finland,Italy,16,11,10,3,12,9,16,2,0,2016Grand
Finland,Israel,12,7,12,4,1,4,14,7,0,2016Grand
Finland,Bulgaria,9,17,17,9,22,15,7,0,4,2016Grand
Finland,Sweden,2,1,3,1,6,1,2,12,10,2016Grand
Finland,Germany,13,19,24,10,14,19,25,0,0,2016Grand
Finland,France,17,20,4,11,3,10,8,1,3,2016Grand
Finland,Poland,10,21,11,22,21,20,6,0,5,2016Grand
Finland,Australia,3,3,15,8,4,3,4,8,7,2016Grand
Finland,Cyprus,24,26,25,24,26,26,10,0,1,2016Grand
Finland,Serbia,22,24,13,26,24,24,26,0,0,2016Grand
Finland,Lithuania,5,14,2,17,2,5,11,6,0,2016Grand
Finland,Croatia,11,15,23,20,10,18,20,0,0,2016Grand
Finland,Russia,26,10,6,18,11,14,3,0,8,2016Grand
Finland,Spain,19,12,1,12,23,12,15,0,0,2016Grand
Finland,Latvia,7,16,26,14,5,13,9,0,2,2016Grand
Finland,Ukraine,8,5,22,6,15,11,1,0,12,2016Grand
Finland,Malta,6,8,5,5,18,6,23,5,0,2016Grand
Finland,Georgia,25,18,9,13,25,21,19,0,0,2016Grand
Finland,Austria,1,4,20,2,16,7,5,4,6,2016Grand
Finland,United Kingdom,20,9,19,15,13,16,21,0,0,2016Grand
Finland,Armenia,15,13,18,23,9,17,18,0,0,2016Grand
France,Belgium,16,19,10,16,5,12,7,0,4,2016Grand
France,Czech Republic,17,11,12,12,14,11,23,0,0,2016Grand
France,The Netherlands,2,6,11,8,3,4,15,7,0,2016Grand
France,Azerbaijan,22,14,13,15,4,14,20,0,0,2016Grand
France,Hungary,21,13,14,21,11,20,14,0,0,2016Grand
France,Italy,1,9,1,1,13,1,11,12,0,2016Grand
France,Israel,9,23,21,2,22,17,8,0,3,2016Grand
France,Bulgaria,3,3,4,6,10,2,6,10,5,2016Grand
France,Sweden,10,1,5,5,12,6,9,5,2,2016Grand
France,Germany,24,7,8,14,17,16,18,0,0,2016Grand
France,Poland,25,22,25,24,20,25,4,0,7,2016Grand
France,Australia,4,4,3,4,15,5,12,6,0,2016Grand
France,Cyprus,14,16,15,17,16,18,13,0,0,2016Grand
France,Serbia,15,21,22,25,24,22,17,0,0,2016Grand
France,Lithuania,19,12,20,11,18,21,19,0,0,2016Grand
France,Croatia,11,18,16,13,9,13,24,0,0,2016Grand
France,Russia,18,10,9,20,6,10,5,1,6,2016Grand
France,Spain,8,5,7,19,2,8,10,3,1,2016Grand
France,Latvia,23,24,19,23,23,23,22,0,0,2016Grand
France,Ukraine,12,2,24,10,21,15,2,0,10,2016Grand
France,Malta,6,17,6,3,8,7,25,4,0,2016Grand
France,Georgia,20,25,23,22,25,24,21,0,0,2016Grand
France,Austria,7,8,2,9,1,3,3,8,8,2016Grand
France,United Kingdom,5,20,18,18,19,19,16,0,0,2016Grand
France,Armenia,13,15,17,7,7,9,1,2,12,2016Grand
Georgia,Belgium,1,3,3,9,4,2,21,10,0,2016Grand
Georgia,Czech Republic,15,10,13,15,14,12,20,0,0,2016Grand
Georgia,The Netherlands,8,19,24,14,9,15,15,0,0,2016Grand
Georgia,Azerbaijan,16,20,12,19,20,21,4,0,7,2016Grand
Georgia,Hungary,7,21,20,20,13,19,9,0,2,2016Grand
Georgia,Italy,9,22,23,4,15,14,14,0,0,2016Grand
Georgia,Israel,18,11,5,11,8,8,19,3,0,2016Grand
Georgia,Bulgaria,24,23,14,22,25,24,8,0,3,2016Grand
Georgia,Sweden,3,13,4,6,2,5,11,6,0,2016Grand
Georgia,Germany,19,14,10,8,12,10,13,1,0,2016Grand
Georgia,France,17,15,8,1,7,7,18,4,0,2016Grand
Georgia,Poland,25,9,11,17,24,20,7,0,4,2016Grand
Georgia,Australia,4,2,2,12,3,3,10,8,1,2016Grand
Georgia,Cyprus,10,17,17,16,17,17,12,0,0,2016Grand
Georgia,Serbia,11,16,16,10,10,11,23,0,0,2016Grand
Georgia,Lithuania,6,8,6,13,6,6,6,5,5,2016Grand
Georgia,Croatia,12,7,21,2,19,9,24,2,0,2016Grand
Georgia,Russia,21,18,19,24,23,23,3,0,8,2016Grand
Georgia,Spain,23,12,22,25,11,22,16,0,0,2016Grand
Georgia,Latvia,5,5,7,5,5,4,5,7,6,2016Grand
Georgia,Ukraine,2,1,1,7,1,1,2,12,10,2016Grand
Georgia,Malta,20,4,18,23,16,18,25,0,0,2016Grand
Georgia,Austria,22,25,25,21,18,25,17,0,0,2016Grand
Georgia,United Kingdom,14,24,9,3,21,13,22,0,0,2016Grand
Georgia,Armenia,13,6,15,18,22,16,1,0,12,2016Grand
Germany,Belgium,2,10,7,7,6,6,17,5,0,2016Grand
Germany,Czech Republic,22,21,21,22,22,22,24,0,0,2016Grand
Germany,The Netherlands,11,6,13,4,4,7,8,4,3,2016Grand
Germany,Azerbaijan,25,22,22,21,25,24,23,0,0,2016Grand
Germany,Hungary,12,13,18,20,17,17,19,0,0,2016Grand
Germany,Italy,13,7,11,8,11,8,10,3,1,2016Grand
Germany,Israel,3,1,1,1,1,1,18,12,0,2016Grand
Germany,Bulgaria,14,11,17,13,19,14,7,0,4,2016Grand
Germany,Sweden,1,4,2,3,2,2,3,10,8,2016Grand
Germany,France,8,19,24,18,18,20,13,0,0,2016Grand
Germany,Poland,18,14,16,19,20,19,2,0,10,2016Grand
Germany,Australia,6,3,5,6,8,5,6,6,5,2016Grand
Germany,Cyprus,20,25,25,24,24,25,11,0,0,2016Grand
Germany,Serbia,16,18,23,25,23,21,21,0,0,2016Grand
Germany,Lithuania,15,9,6,15,12,10,15,1,0,2016Grand
Germany,Croatia,5,12,15,11,16,12,22,0,0,2016Grand
Germany,Russia,23,17,10,16,15,18,1,0,12,2016Grand
Germany,Spain,10,16,9,10,14,11,12,0,0,2016Grand
Germany,Latvia,21,8,8,9,7,9,16,2,0,2016Grand
Germany,Ukraine,4,5,4,5,5,4,5,7,6,2016Grand
Germany,Malta,24,24,20,23,21,23,25,0,0,2016Grand
Germany,Georgia,7,2,3,2,3,3,14,8,0,2016Grand
Germany,Austria,19,20,14,14,10,16,4,0,7,2016Grand
Germany,United Kingdom,17,15,12,17,13,15,20,0,0,2016Grand
Germany,Armenia,9,23,19,12,9,13,9,0,2,2016Grand
Greece,Belgium,19,26,23,26,10,24,13,0,0,2016Grand
Greece,Czech Republic,20,6,24,23,19,18,26,0,0,2016Grand
Greece,The Netherlands,2,20,12,12,18,13,18,0,0,2016Grand
Greece,Azerbaijan,10,7,7,21,9,10,19,1,0,2016Grand
Greece,Hungary,11,4,14,13,8,8,9,3,2,2016Grand
Greece,Italy,12,14,22,24,3,15,11,0,0,2016Grand
Greece,Israel,15,23,21,20,17,22,23,0,0,2016Grand
Greece,Bulgaria,13,8,9,14,13,11,4,0,7,2016Grand
Greece,Sweden,18,19,15,11,26,16,15,0,0,2016Grand
Greece,Germany,22,22,25,25,24,26,24,0,0,2016Grand
Greece,France,8,11,10,2,7,5,7,6,4,2016Grand
Greece,Poland,25,24,26,15,15,25,8,0,3,2016Grand
Greece,Australia,6,5,3,3,14,4,6,7,5,2016Grand
Greece,Cyprus,4,2,5,5,1,3,1,8,12,2016Grand
Greece,Serbia,14,21,17,22,20,19,17,0,0,2016Grand
Greece,Lithuania,23,16,16,16,23,20,20,0,0,2016Grand
Greece,Croatia,24,15,18,18,25,23,25,0,0,2016Grand
Greece,Russia,1,1,1,1,4,1,2,12,10,2016Grand
Greece,Spain,16,17,20,17,21,17,14,0,0,2016Grand
Greece,Latvia,17,18,19,19,22,21,16,0,0,2016Grand
Greece,Ukraine,3,13,13,6,16,9,5,2,6,2016Grand
Greece,Malta,9,9,8,10,6,7,22,4,0,2016Grand
Greece,Georgia,7,10,4,7,12,6,12,5,0,2016Grand
Greece,Austria,26,12,11,8,5,12,10,0,1,2016Grand
Greece,United Kingdom,21,25,6,9,11,14,21,0,0,2016Grand
Greece,Armenia,5,3,2,4,2,2,3,10,8,2016Grand
Hungary,Belgium,20,12,5,24,4,14,14,0,0,2016Grand
Hungary,Czech Republic,7,17,6,21,1,9,18,2,0,2016Grand
Hungary,The Netherlands,6,5,7,16,8,5,9,6,2,2016Grand
Hungary,Azerbaijan,5,13,1,18,5,4,16,7,0,2016Grand
Hungary,Italy,15,20,17,23,15,21,19,0,0,2016Grand
Hungary,Israel,25,18,3,11,9,16,17,0,0,2016Grand
Hungary,Bulgaria,23,14,16,20,20,22,7,0,4,2016Grand
Hungary,Sweden,8,21,4,12,3,7,4,4,7,2016Grand
Hungary,Germany,10,24,9,19,10,17,13,0,0,2016Grand
Hungary,France,14,19,10,22,19,20,10,0,1,2016Grand
Hungary,Poland,24,23,24,25,18,25,3,0,8,2016Grand
Hungary,Australia,4,8,2,1,2,1,8,12,3,2016Grand
Hungary,Cyprus,13,11,11,13,17,15,6,0,5,2016Grand
Hungary,Serbia,19,22,23,17,25,24,24,0,0,2016Grand
Hungary,Lithuania,1,16,8,10,16,8,23,3,0,2016Grand
Hungary,Croatia,17,7,12,14,24,18,21,0,0,2016Grand
Hungary,Russia,12,10,21,8,14,13,2,0,10,2016Grand
Hungary,Spain,9,1,14,9,13,6,15,5,0,2016Grand
Hungary,Latvia,2,9,13,7,6,3,11,8,0,2016Grand
Hungary,Ukraine,18,4,15,6,21,12,1,0,12,2016Grand
Hungary,Malta,3,2,20,3,7,2,20,10,0,2016Grand
Hungary,Georgia,16,15,18,4,11,11,22,0,0,2016Grand
Hungary,Austria,22,25,25,2,23,23,5,0,6,2016Grand
Hungary,United Kingdom,21,6,19,15,22,19,25,0,0,2016Grand
Hungary,Armenia,11,3,22,5,12,10,12,1,0,2016Grand
Iceland,Belgium,12,11,4,12,12,8,8,3,3,2016Grand
Iceland,Czech Republic,9,5,9,9,13,6,24,5,0,2016Grand
Iceland,The Netherlands,3,2,2,3,1,1,5,12,6,2016Grand
Iceland,Azerbaijan,16,12,17,11,16,13,10,0,1,2016Grand
Iceland,Hungary,18,26,10,23,8,18,14,0,0,2016Grand
Iceland,Italy,25,10,18,25,7,19,13,0,0,2016Grand
Iceland,Israel,15,24,6,24,11,16,21,0,0,2016Grand
Iceland,Bulgaria,22,18,14,7,23,17,12,0,0,2016Grand
Iceland,Sweden,1,4,19,4,17,5,1,6,12,2016Grand
Iceland,Germany,24,6,21,19,18,22,23,0,0,2016Grand
Iceland,France,7,14,22,6,5,9,6,2,5,2016Grand
Iceland,Poland,4,23,20,16,6,12,2,0,10,2016Grand
Iceland,Australia,2,1,5,2,2,2,3,10,8,2016Grand
Iceland,Cyprus,19,22,16,22,9,21,16,0,0,2016Grand
Iceland,Serbia,23,17,23,10,26,25,25,0,0,2016Grand
Iceland,Lithuania,10,16,15,21,15,14,7,0,4,2016Grand
Iceland,Croatia,6,8,24,1,4,4,26,7,0,2016Grand
Iceland,Russia,5,3,3,8,19,3,4,8,7,2016Grand
Iceland,Spain,14,21,1,26,24,20,15,0,0,2016Grand
Iceland,Latvia,20,25,26,18,20,26,17,0,0,2016Grand
Iceland,Ukraine,11,20,7,20,21,15,11,0,0,2016Grand
Iceland,Malta,8,7,12,15,3,7,19,4,0,2016Grand
Iceland,Georgia,26,19,25,13,10,24,22,0,0,2016Grand
Iceland,Austria,17,9,8,5,22,10,9,1,2,2016Grand
Iceland,United Kingdom,13,15,11,14,14,11,20,0,0,2016Grand
Iceland,Armenia,21,13,13,17,25,23,18,0,0,2016Grand
Ireland,Belgium,1,1,3,2,5,1,13,12,0,2016Grand
Ireland,Czech Republic,12,15,14,9,11,9,23,2,0,2016Grand
Ireland,The Netherlands,3,3,1,4,16,3,14,8,0,2016Grand
Ireland,Azerbaijan,16,16,13,22,21,19,25,0,0,2016Grand
Ireland,Hungary,18,17,25,19,23,26,15,0,0,2016Grand
Ireland,Italy,5,2,20,5,7,5,16,6,0,2016Grand
Ireland,Israel,2,11,9,13,13,7,18,4,0,2016Grand
Ireland,Bulgaria,10,4,4,3,4,2,6,10,5,2016Grand
Ireland,Sweden,22,5,12,7,2,6,9,5,2,2016Grand
Ireland,Germany,26,14,15,24,10,21,20,0,0,2016Grand
Ireland,France,4,13,7,17,17,8,12,3,0,2016Grand
Ireland,Poland,24,12,26,16,20,24,2,0,10,2016Grand
Ireland,Australia,23,22,2,8,8,12,5,0,6,2016Grand
Ireland,Cyprus,19,8,18,11,25,17,17,0,0,2016Grand
Ireland,Serbia,9,9,19,20,18,16,26,0,0,2016Grand
Ireland,Lithuania,11,26,16,6,14,14,1,0,12,2016Grand
Ireland,Croatia,17,19,10,21,22,20,24,0,0,2016Grand
Ireland,Russia,8,21,17,12,26,18,3,0,8,2016Grand
Ireland,Spain,13,10,23,18,3,13,11,0,0,2016Grand
Ireland,Latvia,15,25,8,14,1,10,4,1,7,2016Grand
Ireland,Ukraine,25,24,5,15,6,15,7,0,4,2016Grand
Ireland,Malta,7,23,22,23,19,22,19,0,0,2016Grand
Ireland,Georgia,20,18,6,10,9,11,22,0,0,2016Grand
Ireland,Austria,21,6,24,26,24,25,10,0,1,2016Grand
Ireland,United Kingdom,6,7,11,1,12,4,8,7,3,2016Grand
Ireland,Armenia,14,20,21,25,15,23,21,0,0,2016Grand
Israel,Belgium,12,6,2,9,1,5,10,6,1,2016Grand
Israel,Czech Republic,19,14,13,10,18,15,24,0,0,2016Grand
Israel,The Netherlands,16,17,22,20,25,24,19,0,0,2016Grand
Israel,Azerbaijan,11,16,9,25,10,14,9,0,2,2016Grand
Israel,Hungary,21,22,24,12,9,18,15,0,0,2016Grand
Israel,Italy,10,8,25,6,11,11,13,0,0,2016Grand
Israel,Bulgaria,7,5,7,5,6,4,4,7,7,2016Grand
Israel,Sweden,14,24,21,22,19,23,17,0,0,2016Grand
Israel,Germany,15,15,19,21,22,19,22,0,0,2016Grand
Israel,France,4,9,3,3,3,3,1,8,12,2016Grand
Israel,Poland,8,23,12,15,21,16,7,0,4,2016Grand
Israel,Australia,3,4,1,1,8,2,6,10,5,2016Grand
Israel,Cyprus,25,19,23,23,17,25,12,0,0,2016Grand
Israel,Serbia,23,18,16,24,12,21,21,0,0,2016Grand
Israel,Lithuania,18,7,11,4,16,10,11,1,0,2016Grand
Israel,Croatia,2,21,15,8,7,8,23,3,0,2016Grand
Israel,Russia,5,20,17,7,20,13,2,0,10,2016Grand
Israel,Spain,6,12,8,14,13,7,14,4,0,2016Grand
Israel,Latvia,9,3,4,11,4,6,16,5,0,2016Grand
Israel,Ukraine,1,1,5,2,2,1,3,12,8,2016Grand
Israel,Malta,20,13,14,13,24,17,25,0,0,2016Grand
Israel,Georgia,22,10,10,16,5,12,20,0,0,2016Grand
Israel,Austria,24,11,20,17,23,22,8,0,3,2016Grand
Israel,United Kingdom,17,25,18,18,14,20,18,0,0,2016Grand
Israel,Armenia,13,2,6,19,15,9,5,2,6,2016Grand
Italy,Belgium,15,19,7,11,10,11,18,0,0,2016Grand
Italy,Czech Republic,23,18,25,22,13,24,24,0,0,2016Grand
Italy,The Netherlands,14,5,5,10,4,7,19,4,0,2016Grand
Italy,Azerbaijan,22,21,15,21,22,25,23,0,0,2016Grand
Italy,Hungary,21,22,16,13,23,20,15,0,0,2016Grand
Italy,Israel,6,9,6,5,1,3,17,8,0,2016Grand
Italy,Bulgaria,9,15,17,18,15,14,4,0,7,2016Grand
Italy,Sweden,24,4,11,6,5,9,16,2,0,2016Grand
Italy,Germany,10,11,12,19,24,15,21,0,0,2016Grand
Italy,France,1,1,18,2,6,4,6,7,5,2016Grand
Italy,Poland,20,14,24,25,11,19,2,0,10,2016Grand
Italy,Australia,3,8,8,9,2,5,11,6,0,2016Grand
Italy,Cyprus,16,23,3,8,8,10,5,1,6,2016Grand
Italy,Serbia,13,20,20,23,21,21,7,0,4,2016Grand
Italy,Lithuania,17,24,14,16,7,16,9,0,2,2016Grand
Italy,Croatia,8,13,21,12,25,17,22,0,0,2016Grand
Italy,Russia,25,3,23,17,12,18,3,0,8,2016Grand
Italy,Spain,5,6,1,1,9,1,13,12,0,2016Grand
Italy,Latvia,11,12,9,20,14,13,14,0,0,2016Grand
Italy,Ukraine,4,7,4,7,3,2,1,10,12,2016Grand
Italy,Malta,2,2,10,3,18,6,20,5,0,2016Grand
Italy,Georgia,7,16,2,4,20,8,8,3,3,2016Grand
Italy,Austria,19,25,22,15,17,23,12,0,0,2016Grand
Italy,United Kingdom,12,10,13,14,16,12,25,0,0,2016Grand
Italy,Armenia,18,17,19,24,19,22,10,0,1,2016Grand
Latvia,Belgium,25,5,19,17,10,14,15,0,0,2016Grand
Latvia,Czech Republic,12,15,21,15,17,18,24,0,0,2016Grand
Latvia,The Netherlands,5,12,16,10,6,8,16,3,0,2016Grand
Latvia,Azerbaijan,10,20,24,19,21,22,8,0,3,2016Grand
Latvia,Hungary,11,19,14,18,25,20,13,0,0,2016Grand
Latvia,Italy,17,16,17,23,12,19,19,0,0,2016Grand
Latvia,Israel,8,11,13,11,7,9,20,2,0,2016Grand
Latvia,Bulgaria,22,9,12,6,3,10,10,1,1,2016Grand
Latvia,Sweden,3,4,2,3,8,3,4,8,7,2016Grand
Latvia,Germany,23,25,23,22,24,25,18,0,0,2016Grand
Latvia,France,18,14,18,20,19,21,11,0,0,2016Grand
Latvia,Poland,20,24,25,25,15,24,6,0,5,2016Grand
Latvia,Australia,7,6,10,16,5,6,5,5,6,2016Grand
Latvia,Cyprus,13,18,20,12,13,15,12,0,0,2016Grand
Latvia,Serbia,9,23,11,8,23,13,25,0,0,2016Grand
Latvia,Lithuania,6,2,3,2,1,2,3,10,8,2016Grand
Latvia,Croatia,19,22,9,5,22,16,22,0,0,2016Grand
Latvia,Russia,4,8,5,14,2,4,1,7,12,2016Grand
Latvia,Spain,24,10,4,21,9,12,17,0,0,2016Grand
Latvia,Ukraine,2,1,1,1,4,1,2,12,10,2016Grand
Latvia,Malta,14,7,6,7,14,7,23,4,0,2016Grand
Latvia,Georgia,21,3,7,4,20,11,9,0,2,2016Grand
Latvia,Austria,16,21,22,24,16,23,7,0,4,2016Grand
Latvia,United Kingdom,15,17,15,13,18,17,21,0,0,2016Grand
Latvia,Armenia,1,13,8,9,11,5,14,6,0,2016Grand
Lithuania,Belgium,7,7,6,7,4,6,13,5,0,2016Grand
Lithuania,Czech Republic,8,15,24,18,15,17,24,0,0,2016Grand
Lithuania,The Netherlands,22,16,10,17,13,15,17,0,0,2016Grand
Lithuania,Azerbaijan,11,24,23,19,9,20,18,0,0,2016Grand
Lithuania,Hungary,23,11,8,20,23,19,9,0,2,2016Grand
Lithuania,Italy,13,8,15,21,6,11,15,0,0,2016Grand
Lithuania,Israel,5,6,5,6,7,5,19,6,0,2016Grand
Lithuania,Bulgaria,9,12,22,8,8,9,11,2,0,2016Grand
Lithuania,Sweden,20,9,11,22,16,14,4,0,7,2016Grand
Lithuania,Germany,16,13,12,15,11,12,21,0,0,2016Grand
Lithuania,France,14,20,13,5,10,10,8,1,3,2016Grand
Lithuania,Poland,6,19,9,11,14,8,5,3,6,2016Grand
Lithuania,Australia,1,2,2,1,1,1,6,12,5,2016Grand
Lithuania,Cyprus,24,21,14,23,24,24,14,0,0,2016Grand
Lithuania,Serbia,17,14,21,16,12,18,25,0,0,2016Grand
Lithuania,Croatia,18,22,16,12,25,22,23,0,0,2016Grand
Lithuania,Russia,25,25,25,25,22,25,3,0,8,2016Grand
Lithuania,Spain,15,18,17,9,21,16,16,0,0,2016Grand
Lithuania,Latvia,4,3,4,3,5,4,1,7,12,2016Grand
Lithuania,Ukraine,3,1,3,4,2,3,2,8,10,2016Grand
Lithuania,Malta,12,10,18,13,20,13,22,0,0,2016Grand
Lithuania,Georgia,2,4,1,2,3,2,7,10,4,2016Grand
Lithuania,Austria,19,23,19,24,19,23,10,0,1,2016Grand
Lithuania,United Kingdom,21,17,20,14,18,21,20,0,0,2016Grand
Lithuania,Armenia,10,5,7,10,17,7,12,4,0,2016Grand
Malta,Belgium,16,13,17,24,21,20,17,0,0,2016Grand
Malta,Czech Republic,18,16,20,10,17,16,24,0,0,2016Grand
Malta,The Netherlands,13,11,15,25,20,17,8,0,3,2016Grand
Malta,Azerbaijan,20,9,21,19,8,11,5,0,6,2016Grand
Malta,Hungary,19,15,12,16,19,14,6,0,5,2016Grand
Malta,Italy,5,4,4,3,5,3,4,8,7,2016Grand
Malta,Israel,10,14,8,12,11,10,18,1,0,2016Grand
Malta,Bulgaria,1,5,6,1,7,2,3,10,8,2016Grand
Malta,Sweden,11,12,22,22,18,18,11,0,0,2016Grand
Malta,Germany,24,17,16,17,25,22,22,0,0,2016Grand
Malta,France,4,7,1,8,4,5,9,6,2,2016Grand
Malta,Poland,25,21,24,18,24,25,13,0,0,2016Grand
Malta,Australia,6,10,9,7,6,8,1,3,12,2016Grand
Malta,Cyprus,12,3,7,2,2,6,12,5,0,2016Grand
Malta,Serbia,15,19,23,15,16,19,21,0,0,2016Grand
Malta,Lithuania,14,22,14,20,9,13,16,0,0,2016Grand
Malta,Croatia,21,18,25,21,15,23,25,0,0,2016Grand
Malta,Russia,3,8,5,5,13,7,2,4,10,2016Grand
Malta,Spain,9,6,10,9,10,9,20,2,0,2016Grand
Malta,Latvia,22,20,13,14,12,15,19,0,0,2016Grand
Malta,Ukraine,23,25,18,23,14,24,7,0,4,2016Grand
Malta,Georgia,17,24,19,11,22,21,23,0,0,2016Grand
Malta,Austria,7,23,11,13,23,12,15,0,0,2016Grand
Malta,United Kingdom,2,1,2,4,1,1,10,12,1,2016Grand
Malta,Armenia,8,2,3,6,3,4,14,7,0,2016Grand
Moldova,Belgium,22,8,16,16,19,16,15,0,0,2016Grand
Moldova,Czech Republic,13,26,6,6,12,12,26,0,0,2016Grand
Moldova,The Netherlands,18,11,19,22,20,19,25,0,0,2016Grand
Moldova,Azerbaijan,19,25,26,25,24,26,3,0,8,2016Grand
Moldova,Hungary,14,17,24,21,16,21,11,0,0,2016Grand
Moldova,Italy,8,22,20,20,21,20,13,0,0,2016Grand
Moldova,Israel,9,18,18,19,15,15,21,0,0,2016Grand
Moldova,Bulgaria,24,21,23,14,22,23,9,0,2,2016Grand
Moldova,Sweden,4,9,5,5,7,5,12,6,0,2016Grand
Moldova,Germany,20,24,13,23,23,22,18,0,0,2016Grand
Moldova,France,23,7,14,24,17,17,5,0,6,2016Grand
Moldova,Poland,21,20,22,26,18,24,14,0,0,2016Grand
Moldova,Australia,1,2,1,3,3,2,6,10,5,2016Grand
Moldova,Cyprus,16,12,11,7,5,9,16,2,0,2016Grand
Moldova,Serbia,25,13,4,15,10,13,22,0,0,2016Grand
Moldova,Lithuania,6,6,12,8,11,7,8,4,3,2016Grand
Moldova,Croatia,15,15,15,2,8,10,24,1,0,2016Grand
Moldova,Russia,3,3,10,9,4,4,1,7,12,2016Grand
Moldova,Spain,12,4,3,4,6,3,17,8,0,2016Grand
Moldova,Latvia,17,16,21,10,14,14,10,0,1,2016Grand
Moldova,Ukraine,2,1,2,1,1,1,2,12,10,2016Grand
Moldova,Malta,7,10,9,13,9,8,19,3,0,2016Grand
Moldova,Georgia,26,23,25,12,26,25,23,0,0,2016Grand
Moldova,Austria,11,19,17,17,25,18,7,0,4,2016Grand
Moldova,United Kingdom,10,14,7,18,13,11,20,0,0,2016Grand
Moldova,Armenia,5,5,8,11,2,6,4,5,7,2016Grand
Montenegro,Belgium,22,5,11,11,5,8,16,3,0,2016Grand
Montenegro,Czech Republic,16,19,14,14,18,16,26,0,0,2016Grand
Montenegro,The Netherlands,18,8,26,21,20,22,23,0,0,2016Grand
Montenegro,Azerbaijan,6,22,13,15,24,15,4,0,7,2016Grand
Montenegro,Hungary,4,7,3,3,14,4,8,7,3,2016Grand
Montenegro,Italy,12,18,25,20,15,20,7,0,4,2016Grand
Montenegro,Israel,11,9,24,18,9,12,20,0,0,2016Grand
Montenegro,Bulgaria,5,11,12,19,11,9,6,2,5,2016Grand
Montenegro,Sweden,26,21,23,26,17,25,15,0,0,2016Grand
Montenegro,Germany,25,25,22,25,25,26,24,0,0,2016Grand
Montenegro,France,15,4,7,8,6,6,10,5,1,2016Grand
Montenegro,Poland,9,20,8,10,12,10,21,1,0,2016Grand
Montenegro,Australia,10,10,6,9,7,7,13,4,0,2016Grand
Montenegro,Cyprus,19,6,21,24,4,13,12,0,0,2016Grand
Montenegro,Serbia,7,12,5,5,8,5,1,6,12,2016Grand
Montenegro,Lithuania,21,17,20,12,16,18,9,0,2,2016Grand
Montenegro,Croatia,13,23,10,6,22,14,5,0,6,2016Grand
Montenegro,Russia,3,3,1,4,2,3,2,8,10,2016Grand
Montenegro,Spain,24,16,19,17,10,19,19,0,0,2016Grand
Montenegro,Latvia,17,24,18,13,23,23,14,0,0,2016Grand
Montenegro,Ukraine,8,15,17,7,19,11,3,0,8,2016Grand
Montenegro,Malta,2,2,2,2,1,1,18,12,0,2016Grand
Montenegro,Georgia,20,13,16,23,21,21,22,0,0,2016Grand
Montenegro,Austria,14,26,9,22,26,24,17,0,0,2016Grand
Montenegro,United Kingdom,23,14,15,16,13,17,25,0,0,2016Grand
Montenegro,Armenia,1,1,4,1,3,2,11,10,0,2016Grand
Norway,Belgium,8,9,1,8,12,6,9,5,2,2016Grand
Norway,Czech Republic,12,11,13,14,5,11,26,0,0,2016Grand
Norway,The Netherlands,4,7,5,2,10,5,11,6,0,2016Grand
Norway,Azerbaijan,14,8,16,18,20,17,22,0,0,2016Grand
Norway,Hungary,26,25,26,26,17,25,17,0,0,2016Grand
Norway,Italy,2,3,2,1,6,1,14,12,0,2016Grand
Norway,Israel,15,5,6,11,15,8,18,3,0,2016Grand
Norway,Bulgaria,1,2,7,15,1,3,6,8,5,2016Grand
Norway,Sweden,13,6,11,12,14,12,4,0,7,2016Grand
Norway,Germany,23,20,23,23,22,23,19,0,0,2016Grand
Norway,France,11,12,21,6,19,14,10,0,1,2016Grand
Norway,Poland,3,13,15,17,7,10,2,1,10,2016Grand
Norway,Australia,5,10,3,3,4,2,3,10,8,2016Grand
Norway,Cyprus,22,23,24,25,25,24,15,0,0,2016Grand
Norway,Serbia,24,19,20,24,18,22,23,0,0,2016Grand
Norway,Lithuania,6,17,4,4,24,9,1,2,12,2016Grand
Norway,Croatia,18,18,18,13,8,16,25,0,0,2016Grand
Norway,Russia,19,1,17,10,11,13,5,0,6,2016Grand
Norway,Spain,7,4,9,5,3,4,13,7,0,2016Grand
Norway,Latvia,17,15,19,19,16,19,8,0,3,2016Grand
Norway,Ukraine,9,21,10,9,2,7,7,4,4,2016Grand
Norway,Malta,16,16,14,21,23,21,24,0,0,2016Grand
Norway,Georgia,20,24,12,22,9,20,20,0,0,2016Grand
Norway,Austria,21,14,22,7,21,18,12,0,0,2016Grand
Norway,United Kingdom,10,22,8,16,13,15,16,0,0,2016Grand
Norway,Armenia,25,26,25,20,26,26,21,0,0,2016Grand
Poland,Belgium,11,14,17,9,21,16,14,0,0,2016Grand
Poland,Czech Republic,5,11,21,10,7,7,19,4,0,2016Grand
Poland,The Netherlands,10,22,15,7,22,17,17,0,0,2016Grand
Poland,Azerbaijan,14,20,24,14,20,22,20,0,0,2016Grand
Poland,Hungary,22,19,6,20,10,18,5,0,6,2016Grand
Poland,Italy,17,9,13,17,12,15,16,0,0,2016Grand
Poland,Israel,3,10,8,2,18,4,18,7,0,2016Grand
Poland,Bulgaria,9,18,16,8,6,8,8,3,3,2016Grand
Poland,Sweden,18,4,5,22,15,12,2,0,10,2016Grand
Poland,Germany,23,8,23,21,13,21,21,0,0,2016Grand
Poland,France,13,23,9,12,4,10,15,1,0,2016Grand
